date_time,PM2.5,temp,wind_x,wind_y,b4_100,b5_100,frp_100,b4_250,b5_250,frp_250,0,1,2,3,4,5,6
2017-07-02 21:00:00,38.0,27.6,37.42269461446391,-6.598630751343339,0.0,0.0,0.0,0.0,0.0,0.0,27.5,82.43,7.06,0.0,0.0,1.0,0.0
2017-07-02 22:00:00,39.0,27.6,37.42269461446391,-6.598630751343339,0.0,0.0,0.0,0.0,0.0,0.0,27.5,82.43,7.06,0.0,0.0,1.0,0.0
2017-07-02 23:00:00,36.0,27.6,37.42269461446391,-6.598630751343339,0.0,0.0,0.0,0.0,0.0,0.0,27.5,82.43,7.06,0.0,0.0,1.0,0.0
2017-07-03 00:00:00,28.0,26.7,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 01:00:00,26.0,26.7,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 02:00:00,27.0,26.7,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 03:00:00,27.0,25.8,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 04:00:00,22.0,25.8,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 05:00:00,29.0,25.8,34.468271355427284,-6.077686218342549,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 06:00:00,38.0,26.6,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 07:00:00,53.0,26.6,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 08:00:00,50.0,26.6,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 09:00:00,35.0,31.5,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 10:00:00,12.0,31.5,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 11:00:00,3.0,31.5,31.0,5.694607616035192e-15,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 12:00:00,8.0,33.6,20.680962813256368,3.646611731005537,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 13:00:00,20.0,33.6,20.680962813256368,3.646611731005537,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 14:00:00,11.0,33.6,20.680962813256368,3.646611731005537,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 15:00:00,10.0,31.9,25.60500157831741,4.514852619340188,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 16:00:00,14.0,31.9,25.60500157831741,4.514852619340188,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 17:00:00,14.0,31.9,25.60500157831741,4.514852619340188,451.209,446.78,873.272,891.449,0.0,371.369,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 18:00:00,6.0,27.4,32.874425037027606,2.876139510672722,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 19:00:00,10.0,27.4,32.874425037027606,2.876139510672722,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 20:00:00,24.0,27.4,32.874425037027606,2.876139510672722,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 21:00:00,27.0,26.4,36.85920382939459,-3.224762481663342,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 22:00:00,19.0,26.4,36.85920382939459,-3.224762481663342,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-03 23:00:00,21.0,26.4,36.85920382939459,-3.224762481663342,0.0,0.0,0.0,0.0,0.0,0.0,27.9,81.53,4.02,0.0,0.0,1.0,0.0
2017-07-04 00:00:00,30.0,25.6,41.36192562651274,-7.293223462011059,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 01:00:00,36.0,25.6,41.36192562651274,-7.293223462011059,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 02:00:00,38.0,25.6,41.36192562651274,-7.293223462011059,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 03:00:00,41.0,25.2,42.83637201794506,-3.7476969381492893,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 04:00:00,34.0,25.2,42.83637201794506,-3.7476969381492893,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 05:00:00,28.0,25.2,42.83637201794506,-3.7476969381492893,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 06:00:00,25.0,25.0,38.40750236747612,-6.772278929010269,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 07:00:00,5.0,25.0,38.40750236747612,-6.772278929010269,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 08:00:00,9.0,25.0,38.40750236747612,-6.772278929010269,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 09:00:00,34.0,27.8,36.85920382939459,-3.224762481663342,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 10:00:00,41.0,27.8,36.85920382939459,-3.224762481663342,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 11:00:00,35.0,27.8,36.85920382939459,-3.224762481663342,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 12:00:00,29.0,27.4,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 13:00:00,21.0,27.4,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 14:00:00,13.0,27.4,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 15:00:00,10.0,27.3,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 16:00:00,11.0,27.3,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 17:00:00,15.0,27.3,33.87061973511935,-2.9632952534203683,0.0,0.0,1321.967,445.573,435.778,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 18:00:00,16.0,25.5,31.878230338935857,-2.7889837679250524,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 19:00:00,14.0,25.5,31.878230338935857,-2.7889837679250524,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 20:00:00,16.0,25.5,31.878230338935857,-2.7889837679250524,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 21:00:00,20.0,24.8,37.85539852748633,-3.311918224411,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 22:00:00,21.0,24.8,37.85539852748633,-3.311918224411,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-04 23:00:00,13.0,24.8,37.85539852748633,-3.311918224411,0.0,0.0,0.0,0.0,0.0,0.0,27.2,83.97,9.85,0.0,0.0,1.0,0.0
2017-07-05 00:00:00,4.0,24.7,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 01:00:00,6.0,24.7,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 02:00:00,8.0,24.7,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 03:00:00,15.0,24.0,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 04:00:00,23.0,24.0,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 05:00:00,30.0,24.0,40.84398262176157,3.573385452653988,0.0,0.0,0.0,0.0,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 06:00:00,31.0,25.5,33.80740392011739,9.058666578588221,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 07:00:00,29.0,25.5,33.80740392011739,9.058666578588221,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 08:00:00,31.0,25.5,33.80740392011739,9.058666578588221,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 09:00:00,27.0,28.6,34.77332974640646,9.317485623690743,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 10:00:00,14.0,28.6,34.77332974640646,9.317485623690743,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 11:00:00,8.0,28.6,34.77332974640646,9.317485623690743,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 12:00:00,7.0,26.8,35.73925557269553,9.576304668793263,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 13:00:00,13.0,26.8,35.73925557269553,9.576304668793263,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 14:00:00,19.0,26.8,35.73925557269553,9.576304668793263,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 15:00:00,14.0,25.3,40.37711787350053,7.119575284344144,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 16:00:00,13.0,25.3,40.37711787350053,7.119575284344144,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 17:00:00,9.0,25.3,40.37711787350053,7.119575284344144,0.0,0.0,115.279,884.228,0.0,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 18:00:00,11.0,25.1,33.87061973511935,-2.9632952534203683,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 19:00:00,29.0,25.1,33.87061973511935,-2.9632952534203683,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 20:00:00,42.0,25.1,33.87061973511935,-2.9632952534203683,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 21:00:00,41.0,24.9,39.84778792366982,3.48622970990633,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 22:00:00,32.0,24.9,39.84778792366982,3.48622970990633,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-05 23:00:00,24.0,24.9,39.84778792366982,3.48622970990633,0.0,0.0,0.0,0.0,1430.662,0.0,28.0,81.61,1.93,0.0,0.0,1.0,0.0
2017-07-06 00:00:00,5.0,24.5,36.85920382939459,3.224762481663355,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 01:00:00,3.0,24.5,36.85920382939459,3.224762481663355,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 02:00:00,31.0,24.5,36.85920382939459,3.224762481663355,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 03:00:00,38.0,23.9,38.40750236747611,6.772278929010283,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 04:00:00,31.0,23.9,38.40750236747611,6.772278929010283,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 05:00:00,35.0,23.9,38.40750236747611,6.772278929010283,0.0,0.0,0.0,0.0,1430.662,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 06:00:00,41.0,25.5,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 07:00:00,42.0,25.5,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 08:00:00,21.0,25.5,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 09:00:00,9.0,30.0,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 10:00:00,13.0,30.0,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 11:00:00,9.0,30.0,35.73925557269553,9.576304668793263,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 12:00:00,10.0,31.0,27.04592313609391,7.246933262870577,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 13:00:00,9.0,31.0,27.04592313609391,7.246933262870577,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 14:00:00,13.0,31.0,27.04592313609391,7.246933262870577,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 15:00:00,11.0,29.0,31.00985648593497,11.28666472974709,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 16:00:00,9.0,29.0,31.00985648593497,11.28666472974709,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 17:00:00,14.0,29.0,31.00985648593497,11.28666472974709,0.0,0.0,439.21,0.0,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 18:00:00,20.0,26.7,25.980762113533153,15.000000000000014,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 19:00:00,29.0,26.7,25.980762113533153,15.000000000000014,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 20:00:00,39.0,26.7,25.980762113533153,15.000000000000014,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 21:00:00,6.0,25.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 22:00:00,6.0,25.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-06 23:00:00,9.0,25.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,196.126,0.0,0.0,28.8,78.34,22.07,0.0,0.0,0.0,1.0
2017-07-07 00:00:00,23.0,25.0,35.70831958986451,12.996765446375436,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 01:00:00,13.0,25.0,35.70831958986451,12.996765446375436,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 02:00:00,10.0,25.0,35.70831958986451,12.996765446375436,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 03:00:00,9.0,24.6,35.73925557269553,9.576304668793263,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 04:00:00,7.0,24.6,35.73925557269553,9.576304668793263,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 05:00:00,9.0,24.6,35.73925557269553,9.576304668793263,0.0,0.0,0.0,196.126,0.0,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 06:00:00,17.0,25.7,28.01184896238298,7.505752307973098,0.0,0.0,0.0,0.0,217.853,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 07:00:00,26.0,25.7,28.01184896238298,7.505752307973098,0.0,0.0,0.0,0.0,217.853,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 08:00:00,27.0,25.7,28.01184896238298,7.505752307973098,0.0,0.0,0.0,0.0,217.853,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
2017-07-07 09:00:00,8.0,29.3,23.492315519647704,8.550503583141735,0.0,0.0,0.0,0.0,217.853,0.0,27.5,82.77,27.0,0.0,0.0,1.0,0.0
