date_time,PM2.5,temp,wind_x,wind_y,b4_100,b5_100,frp_100,b4_250,b5_250,frp_250,0,1,2,3,4
2017-07-02 18:00:00,12.0,27.6,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-02 19:00:00,16.0,27.6,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-02 20:00:00,25.0,27.6,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-02 21:00:00,33.0,25.3,23.0,4.225031457058368e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-02 22:00:00,30.0,25.3,23.0,4.225031457058368e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-02 23:00:00,10.0,25.3,23.0,4.225031457058368e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.2,80.0,2.82,0.0,1.0
2017-07-03 00:00:00,6.0,24.4,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 01:00:00,7.0,24.4,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 02:00:00,5.0,24.4,22.0,4.0413344371862654e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 03:00:00,6.0,23.8,24.0,4.408728476930472e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 04:00:00,12.0,23.8,24.0,4.408728476930472e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 05:00:00,14.0,23.8,24.0,4.408728476930472e-15,0.0,0.0,0.0,200.594,608.692,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 06:00:00,16.0,25.3,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 07:00:00,17.0,25.3,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 08:00:00,7.0,25.3,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 09:00:00,6.0,29.9,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 10:00:00,5.0,29.9,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 11:00:00,4.0,29.9,23.908672754201895,2.091737825943798,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 12:00:00,6.0,33.2,21.665770566268577,3.820259908672467,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 13:00:00,4.0,33.2,21.665770566268577,3.820259908672467,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 14:00:00,6.0,33.2,21.665770566268577,3.820259908672467,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 15:00:00,10.0,32.7,21.9162833580184,1.9174263404484815,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 16:00:00,14.0,32.7,21.9162833580184,1.9174263404484815,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 17:00:00,11.0,32.7,21.9162833580184,1.9174263404484815,219.892,0.0,0.0,2435.103,1575.057,193.393,28.9,75.95,0.05,0.0,1.0
2017-07-03 18:00:00,5.0,28.2,15.75692404819533,-2.7783708426708795,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 19:00:00,6.0,28.2,15.75692404819533,-2.7783708426708795,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 20:00:00,12.0,28.2,15.75692404819533,-2.7783708426708795,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 21:00:00,15.0,25.8,13.787308542170914,-2.4310744873370194,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 22:00:00,19.0,25.8,13.787308542170914,-2.4310744873370194,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-03 23:00:00,21.0,25.8,13.787308542170914,-2.4310744873370194,0.0,0.0,0.0,210.692,400.838,0.0,28.9,75.95,0.05,0.0,1.0
2017-07-04 00:00:00,24.0,24.7,18.927699263743165,-1.6559591122055,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 01:00:00,19.0,24.7,18.927699263743165,-1.6559591122055,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 02:00:00,16.0,24.7,18.927699263743165,-1.6559591122055,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 03:00:00,16.0,24.2,22.0,4.0413344371862654e-15,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 04:00:00,15.0,24.2,22.0,4.0413344371862654e-15,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 05:00:00,10.0,24.2,22.0,4.0413344371862654e-15,0.0,0.0,0.0,210.692,400.838,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 06:00:00,11.0,25.5,26.89725684847713,2.353205054186773,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 07:00:00,15.0,25.5,26.89725684847713,2.353205054186773,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 08:00:00,15.0,25.5,26.89725684847713,2.353205054186773,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 09:00:00,14.0,29.7,27.893451546568876,2.440360796934431,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 10:00:00,9.0,29.7,27.893451546568876,2.440360796934431,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 11:00:00,6.0,29.7,27.893451546568876,2.440360796934431,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 12:00:00,7.0,31.6,29.544232590366242,5.2094453300079095,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 13:00:00,10.0,31.6,29.544232590366242,5.2094453300079095,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 14:00:00,10.0,31.6,29.544232590366242,5.2094453300079095,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 15:00:00,8.0,31.0,33.87061973511935,2.9632952534203802,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 16:00:00,12.0,31.0,33.87061973511935,2.9632952534203802,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 17:00:00,12.0,31.0,33.87061973511935,2.9632952534203802,221.093,435.778,655.017,1768.199,2018.115,189.638,28.0,80.83,0.96,0.0,1.0
2017-07-04 18:00:00,25.0,27.2,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 19:00:00,31.0,27.2,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 20:00:00,32.0,27.2,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 21:00:00,40.0,25.9,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 22:00:00,44.0,25.9,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-04 23:00:00,23.0,25.9,30.882035640844112,-2.7018280251773947,0.0,0.0,0.0,199.34,397.485,0.0,28.0,80.83,0.96,0.0,1.0
2017-07-05 00:00:00,6.0,25.0,32.874425037027606,-2.87613951067271,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 01:00:00,5.0,25.0,32.874425037027606,-2.87613951067271,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 02:00:00,5.0,25.0,32.874425037027606,-2.87613951067271,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 03:00:00,9.0,24.6,33.87061973511935,2.9632952534203802,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 04:00:00,18.0,24.6,33.87061973511935,2.9632952534203802,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 05:00:00,11.0,24.6,33.87061973511935,2.9632952534203802,0.0,0.0,0.0,199.34,397.485,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 06:00:00,5.0,25.7,35.73925557269553,9.576304668793263,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 07:00:00,13.0,25.7,35.73925557269553,9.576304668793263,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 08:00:00,6.0,25.7,35.73925557269553,9.576304668793263,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 09:00:00,7.0,30.1,34.77332974640646,9.317485623690743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 10:00:00,7.0,30.1,34.77332974640646,9.317485623690743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 11:00:00,6.0,30.1,34.77332974640646,9.317485623690743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 12:00:00,6.0,32.0,26.31139338200543,9.576564013118743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 13:00:00,7.0,32.0,26.31139338200543,9.576564013118743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 14:00:00,12.0,32.0,26.31139338200543,9.576564013118743,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 15:00:00,12.0,31.0,24.432008140433613,8.892523726467404,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 16:00:00,11.0,31.0,24.432008140433613,8.892523726467404,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 17:00:00,10.0,31.0,24.432008140433613,8.892523726467404,884.228,0.0,216.368,2325.375,1661.989,767.362,29.7,74.98,0.04,0.0,1.0
2017-07-05 18:00:00,15.0,27.9,25.371700761219522,9.234543869793074,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 19:00:00,22.0,27.9,25.371700761219522,9.234543869793074,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 20:00:00,31.0,27.9,25.371700761219522,9.234543869793074,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 21:00:00,34.0,26.4,28.190778623577245,10.260604299770081,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 22:00:00,35.0,26.4,28.190778623577245,10.260604299770081,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-05 23:00:00,26.0,26.4,28.190778623577245,10.260604299770081,0.0,1430.662,0.0,395.584,0.0,0.0,29.7,74.98,0.04,0.0,1.0
2017-07-06 00:00:00,25.0,25.1,32.889241727506786,11.970705016398428,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 01:00:00,24.0,25.1,32.889241727506786,11.970705016398428,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 02:00:00,35.0,25.1,32.889241727506786,11.970705016398428,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 03:00:00,49.0,24.6,35.346003694429356,16.48211220788727,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 04:00:00,66.0,24.6,35.346003694429356,16.48211220788727,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 05:00:00,27.0,24.6,35.346003694429356,16.48211220788727,0.0,1430.662,0.0,395.584,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 06:00:00,6.0,25.7,32.042939940024226,18.500000000000018,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 07:00:00,6.0,25.7,32.042939940024226,18.500000000000018,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 08:00:00,7.0,25.7,32.042939940024226,18.500000000000018,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 09:00:00,8.0,30.4,31.176914536239785,18.000000000000014,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 10:00:00,8.0,30.4,31.176914536239785,18.000000000000014,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 11:00:00,8.0,30.4,31.176914536239785,18.000000000000014,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 12:00:00,8.0,32.2,22.981333293569335,19.283628290596184,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 13:00:00,8.0,32.2,22.981333293569335,19.283628290596184,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 14:00:00,7.0,32.2,22.981333293569335,19.283628290596184,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 15:00:00,6.0,31.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 16:00:00,8.0,31.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 17:00:00,14.0,31.8,23.755409284380757,16.633716654180343,0.0,0.0,0.0,658.607,0.0,0.0,28.0,82.31,3.6,0.0,1.0
2017-07-06 18:00:00,16.0,27.8,23.755409284380757,16.633716654180343,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-06 19:00:00,19.0,27.8,23.755409284380757,16.633716654180343,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-06 20:00:00,18.0,27.8,23.755409284380757,16.633716654180343,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-06 21:00:00,14.0,26.3,27.851169505825712,19.501598835935578,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-06 22:00:00,20.0,26.3,27.851169505825712,19.501598835935578,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-06 23:00:00,6.0,26.3,27.851169505825712,19.501598835935578,196.126,0.0,0.0,2273.113,603.841,175.857,28.0,82.31,3.6,0.0,1.0
2017-07-07 00:00:00,6.0,25.3,32.90896534380866,19.000000000000018,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 01:00:00,8.0,25.3,32.90896534380866,19.000000000000018,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 02:00:00,7.0,25.3,32.90896534380866,19.000000000000018,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 03:00:00,6.0,24.9,37.158619268502655,17.327348731368666,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 04:00:00,8.0,24.9,37.158619268502655,17.327348731368666,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 05:00:00,9.0,24.9,37.158619268502655,17.327348731368666,196.126,0.0,0.0,2273.113,603.841,175.857,26.6,89.49,9.39,0.0,1.0
2017-07-07 06:00:00,4.0,25.8,35.70831958986451,12.996765446375436,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 07:00:00,5.0,25.8,35.70831958986451,12.996765446375436,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 08:00:00,5.0,25.8,35.70831958986451,12.996765446375436,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 09:00:00,9.0,30.1,31.94954910672088,11.628684873072759,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 10:00:00,7.0,30.1,31.94954910672088,11.628684873072759,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 11:00:00,6.0,30.1,31.94954910672088,11.628684873072759,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 12:00:00,6.0,32.1,20.845079101842952,9.72022002003608,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 13:00:00,7.0,32.1,20.845079101842952,9.72022002003608,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 14:00:00,7.0,32.1,20.845079101842952,9.72022002003608,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 15:00:00,7.0,30.9,22.5526228988618,8.208483439816066,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 16:00:00,5.0,30.9,22.5526228988618,8.208483439816066,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 17:00:00,6.0,30.9,22.5526228988618,8.208483439816066,0.0,0.0,0.0,0.0,926.053,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 18:00:00,9.0,27.0,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 19:00:00,18.0,27.0,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 20:00:00,20.0,27.0,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 21:00:00,20.0,25.7,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 22:00:00,20.0,25.7,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-07 23:00:00,14.0,25.7,25.371700761219522,9.234543869793074,0.0,0.0,0.0,398.442,0.0,0.0,26.6,89.49,9.39,0.0,1.0
2017-07-08 00:00:00,14.0,25.0,22.5166604983954,13.00000000000001,0.0,0.0,0.0,398.442,0.0,0.0,27.4,85.12,0.02,0.0,1.0
